"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2013","ES",526655,1311.24087591241,"2",1997,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",16,15,52665,"0.5833333333","1","0","101"
"2013","ES",526791,1311.24087591241,"4",1967,"1","1","4","1","11","NA","1","NA","NA","NA","NA","0",45,45,52679,"0","0","0","0"
"2013","ES",526792,1311.24087591241,"2",1971,"2","1","1","1","11","5","NA","NA","NA","0","NA","NA",42,41,52679,"0.5","0","0","0"
"2013","ES",526793,1311.24087591241,"3",1995,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",17,17,52679,"0.5","0","1","0"
"2013","ES",526794,1311.24087591241,"2",1997,"1","1","2","4","11","NA","NA","NA","NA","NA","NA","NA",16,15,52679,"0","0","0","0"
"2013","ES",526795,1311.24087591241,"2",2011,"2","1","1","1","11","2","NA","NA","0","NA","NA","NA",2,1,52679,"99","1","0","100"
"2013","ES",526821,1311.24087591241,"3",1958,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",55,54,52682,"0","2","0","0"
"2013","ES",526822,1311.24087591241,"3",1957,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",55,55,52682,"0.3055555556","0","0","0"
"2013","ES",526823,1311.24087591241,"1",1987,"1","1","3","1","11","NA","NA","NA","0","NA","NA","NA",25,25,52682,"99","0","0","0"
"2013","ES",526824,1311.24087591241,"4",1990,"2","1","3","4","11","5","NA","NA","NA","NA","NA","NA",22,22,52682,"0.4166666667","0","0","101"
"2013","ES",526825,1311.24087591241,"2",1992,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",20,20,52682,"0.5","2","0","101"
"2013","ES",526961,1311.24087591241,"4",1975,"1","1","1","1","11","NA","NA","40","NA","0","NA","NA",38,37,52696,"99","0","0","0"
"2013","ES",526962,1311.24087591241,"4",1978,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",34,34,52696,"0.8027028043","0","0","0"
"2013","ES",526963,1311.24087591241,"2",2002,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",11,10,52696,"1","1","0","0"
"2013","ES",526964,1311.24087591241,"1",2008,"2","1","1","1","11","2","0","NA","NA","NA","0","0",5,4,52696,"0.3382883179","0","0","100"
"2013","ES",526965,1311.24087591241,"3",1932,"2","1","3","4","NA","2","NA","NA","NA","NA","0","NA",80,80,52696,"99","0","0","10"
"2013","ES",527371,1311.24087591241,"2",1964,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",48,48,52737,"0.9166666667","2","0","0"
"2013","ES",527372,1311.24087591241,"1",1977,"2","1","4","1","11","2","NA","NA","2","0","NA","0",35,35,52737,"1","2","0","0"
"2013","ES",527373,1311.24087591241,"1",2005,"1","1","4","1","11","3","NA","NA","NA","NA","NA","NA",8,7,52737,"99","0","0","0"
"2013","ES",527374,1311.24087591241,"4",2006,"2","2","4","1","11","3","NA","NA","NA","NA","0","NA",7,6,52737,"1","0","0","0"
"2013","ES",527375,1311.24087591241,"1",2011,"1","1","4","1","11","3","NA","NA","NA","NA","NA","NA",2,1,52737,"1","2","0","0"
"2013","ES",527781,1311.24087591241,"3",1967,"1","1","1","1","11","NA","NA","NA","NA","NA","0","NA",45,45,52778,"0","0","0","0"
"2013","ES",527782,1311.24087591241,"3",1971,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",42,41,52778,"99","2","0","0"
"2013","ES",527783,1311.24087591241,"1",1995,"1","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",18,17,52778,"1","0","0","0"
"2013","ES",527784,1311.24087591241,"3",1997,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",16,15,52778,"0.5","1","0","0"
"2013","ES",527785,1311.24087591241,"3",2011,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",1,1,52778,"99","0","0","10"
"2013","ES",527851,1311.24087591241,"3",1956,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",56,56,52785,"99","0","0","0"
"2013","ES",527852,1311.24087591241,"1",1932,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",80,80,52785,"0.5","0","0","0"
"2013","ES",527853,1311.24087591241,"3",1958,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",54,54,52785,"1","2","0","111"
"2013","ES",527854,1311.24087591241,"2",1984,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",28,28,52785,"0.2619047619","0","0","0"
"2013","ES",527855,1311.24087591241,"4",1989,"2","1","1","1","11","2","NA","25","0","NA","NA","0",24,23,52785,"0.7916666667","0","0","0"
"2013","ES",528501,1311.24087591241,"1",1967,"1","1","1","1","14","NA","NA","NA","NA","NA","NA","NA",45,45,52850,"99","0","0","0"
"2013","ES",528502,1311.24087591241,"3",1971,"2","1","4","4","NA","3","NA","NA","NA","NA","NA","NA",41,41,52850,"99","0","0","0"
"2013","ES",528503,1311.24087591241,"4",1995,"1","1","2","1","11","5","NA","NA","NA","NA","NA","NA",18,17,52850,"0.5","0","0","0"
"2013","ES",528504,1311.24087591241,"3",1997,"1","1","2","1","11","3","NA","NA","NA","NA","NA","NA",16,15,52850,"0.75","0","0","101"
"2013","ES",528505,1311.24087591241,"2",2011,"2","1","4","1","NA","2","25","27","NA","NA","NA","NA",1,1,52850,"0","0","0","1"
"2013","ES",528671,1311.24087591241,"1",1955,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",57,57,52867,"99","0","1","0"
"2013","ES",528672,1311.24087591241,"3",1932,"2","1","3","1","11","2","0","25","NA","0","NA","NA",80,80,52867,"0","0","0","0"
"2013","ES",528673,1311.24087591241,"2",1955,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",58,57,52867,"99","0","0","0"
"2013","ES",528674,1311.24087591241,"3",1983,"1","1","1","1","11","5","NA","NA","0","NA","NA","0",30,29,52867,"0","0","0","0"
"2013","ES",528675,1311.24087591241,"3",1986,"2","1","2","1","11","2","NA","NA","NA","NA","0","0",27,26,52867,"99","2","0","0"
"2013","ES",528691,1311.24087591241,"4",1968,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",44,44,52869,"1","0","0","0"
"2013","ES",528692,1311.24087591241,"3",1965,"1","1","1","1","11","3","NA","NA","NA","NA","NA","NA",48,47,52869,"1","0","0","0"
"2013","ES",528693,1311.24087591241,"3",2000,"1","1","1","1","11","3","NA","NA","NA","NA","0","NA",12,12,52869,"1","0","0","0"
"2013","ES",528694,1311.24087591241,"1",2003,"2","1","4","1","11","5","NA","NA","NA","0","NA","NA",9,9,52869,"99","0","0","101"
"2013","ES",528695,1311.24087591241,"4",2007,"2","1","1","1","11","5","NA","NA","NA","NA","NA","0",6,5,52869,"1","0","0","0"
"2013","ES",528791,1311.24087591241,"3",1972,"2","1","1","1","11","2","40","NA","NA","NA","NA","NA",41,40,52879,"0.0833333333","0","0","100"
"2013","ES",528792,1311.24087591241,"3",1969,"1","1","1","4","11","3","NA","NA","NA","NA","NA","NA",43,43,52879,"0.0674603175","0","0","0"
"2013","ES",528793,1311.24087591241,"3",2004,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",9,8,52879,"99","0","0","100"
"2013","ES",528794,1311.24087591241,"4",2007,"2","1","1","1","11","3","25","NA","NA","NA","NA","NA",5,5,52879,"0.5","0","0","0"
"2013","ES",528795,1311.24087591241,"2",2008,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",4,4,52879,"99","0","0","0"
"2013","ES",528861,1311.24087591241,"1",1968,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",45,44,52886,"0","2","0","10"
"2013","ES",528862,1311.24087591241,"3",1965,"1","1","1","1","11","NA","NA","NA","NA","NA","0","NA",48,47,52886,"0.0833333333","1","0","0"
"2013","ES",528863,1311.24087591241,"3",2000,"1","1","1","1","11","2","NA","25","NA","NA","NA","NA",12,12,52886,"0","0","0","0"
"2013","ES",528864,1311.24087591241,"1",2003,"2","2","3","1","11","2","NA","25","0","NA","0","NA",9,9,52886,"1","1","0","1"
"2013","ES",528865,1311.24087591241,"2",2007,"2","1","2","1","NA","2","NA","NA","0","NA","NA","NA",6,5,52886,"1","1","0","0"
"2013","ES",528951,1311.24087591241,"3",1972,"1","1","1","1","11","3","NA","NA","NA","NA","NA","NA",40,40,52895,"99","0","0","0"
"2013","ES",528952,1311.24087591241,"3",1973,"2","1","1","1","11","2","NA","NA","NA","0","NA","0",39,39,52895,"0.5","1","0","11"
"2013","ES",528953,1311.24087591241,"4",2003,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",10,9,52895,"99","0","0","0"
"2013","ES",528954,1311.24087591241,"2",2005,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",8,7,52895,"0.3797619048","0","0","101"
"2013","ES",528955,1311.24087591241,"4",2007,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",5,5,52895,"99","0","0","0"
"2013","ES",529011,1311.24087591241,"4",1956,"1","1","3","1","11","3","NA","NA","NA","NA","NA","NA",56,56,52901,"0.5","0","0","0"
"2013","ES",529012,1311.24087591241,"3",1932,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",80,80,52901,"1","0","0","0"
"2013","ES",529013,1311.24087591241,"3",1958,"2","1","2","1","NA","5","NA","NA","NA","NA","NA","NA",55,54,52901,"0.5595238095","0","0","0"
"2013","ES",529014,1311.24087591241,"2",1984,"2","1","4","1","11","2","NA","NA","NA","0","NA","NA",29,28,52901,"99","2","0","0"
"2013","ES",529015,1311.24087591241,"2",1989,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",24,23,52901,"0","0","0","0"
"2013","ES",529141,1311.24087591241,"1",1962,"2","1","1","1","11","3","NA","NA","NA","NA","0","NA",51,50,52914,"0.5","0","0","0"
"2013","ES",529142,1311.24087591241,"4",1959,"1","1","3","4","11","2","NA","NA","NA","NA","NA","NA",54,53,52914,"1","0","0","0"
"2013","ES",529143,1311.24087591241,"1",1993,"1","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",20,19,52914,"99","0","0","1"
"2013","ES",529144,1311.24087591241,"2",1994,"1","1","1","1","11","5","NA","NA","NA","NA","NA","NA",18,18,52914,"99","2","1","0"
"2013","ES",529145,1311.24087591241,"2",1998,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",14,14,52914,"1","1","0","0"
"2013","ES",529401,1311.24087591241,"1",1975,"2","1","3","1","11","2","NA","NA","NA","NA","0","NA",38,37,52940,"0.0277777778","0","0","0"
"2013","ES",529402,1311.24087591241,"2",1974,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",38,38,52940,"0.5","2","1","1"
"2013","ES",529403,1311.24087591241,"1",2004,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",9,8,52940,"0.4166666667","0","0","0"
"2013","ES",529404,1311.24087591241,"3",2006,"2","1","2","1","NA","2","NA","NA","NA","NA","NA","NA",7,6,52940,"0.5833333333","0","0","0"
"2013","ES",529405,1311.24087591241,"4",2008,"1","1","2","1","11","3","NA","40","NA","NA","NA","NA",4,4,52940,"0.5","0","0","0"
"2013","ES",529611,1311.24087591241,"3",1965,"1","1","1","1","11","3","NA","NA","NA","NA","0","NA",48,47,52961,"0.8027028043","2","0","0"
"2013","ES",529612,1311.24087591241,"1",1970,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",42,42,52961,"0.5","0","0","0"
"2013","ES",529613,1311.24087591241,"1",1989,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",24,23,52961,"1","0","0","0"
"2013","ES",529614,1311.24087591241,"2",1995,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",17,17,52961,"99","0","0","0"
"2013","ES",529615,1311.24087591241,"1",2002,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",10,10,52961,"1","0","1","0"
"2013","ES",530161,1311.24087591241,"4",1968,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",45,44,53016,"0.5","0","0","100"
"2013","ES",530162,1311.24087591241,"4",1970,"2","1","3","4","11","5","NA","NA","NA","NA","NA","0",42,42,53016,"99","0","0","100"
"2013","ES",530163,1311.24087591241,"1",2001,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",11,11,53016,"1","0","0","1"
"2013","ES",530164,1311.24087591241,"3",2003,"1","1","3","1","11","3","NA","NA","NA","NA","NA","NA",9,9,53016,"1","2","0","0"
"2013","ES",530165,1311.24087591241,"2",2003,"1","1","4","1","11","2","NA","NA","0","NA","0","NA",9,9,53016,"1","2","0","100"
"2013","ES",530791,1311.24087591241,"4",1958,"1","1","3","1","11","3","NA","NA","NA","NA","NA","NA",54,54,53079,"99","0","0","0"
"2013","ES",530792,1311.24087591241,"2",1957,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",55,55,53079,"0.875","0","0","0"
"2013","ES",530793,1311.24087591241,"4",1987,"1","1","4","1","11","2","NA","NA","NA","NA","NA","0",25,25,53079,"1","2","0","0"
"2013","ES",530794,1311.24087591241,"4",1990,"2","1","1","1","11","3","NA","30","NA","NA","NA","0",23,22,53079,"0.875","0","0","0"
"2013","ES",530795,1311.24087591241,"2",1992,"2","1","4","1","11","5","NA","NA","NA","0","NA","NA",20,20,53079,"0.5","0","0","100"
"2013","ES",530801,1311.24087591241,"3",1961,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",51,51,53080,"99","0","0","0"
"2013","ES",530802,1311.24087591241,"3",1961,"1","1","1","1","NA","5","NA","NA","NA","NA","NA","0",51,51,53080,"99","0","0","0"
"2013","ES",530803,1311.24087591241,"2",1990,"2","1","1","4","11","NA","NA","NA","NA","NA","0","NA",22,22,53080,"0.5","2","0","0"
"2013","ES",530804,1311.24087591241,"3",1991,"2","1","4","1","11","3","NA","NA","NA","NA","NA","NA",21,21,53080,"0.1388888889","2","0","100"
"2013","ES",530805,1311.24087591241,"2",1995,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",18,17,53080,"0.5445946002","0","0","0"
"2013","ES",530851,1311.24087591241,"1",1962,"2","1","2","1","11","5","NA","NA","NA","NA","NA","NA",50,50,53085,"0.3797619048","0","0","0"
"2013","ES",530852,1311.24087591241,"1",1959,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",53,53,53085,"0","0","0","0"
"2013","ES",530853,1311.24087591241,"4",1993,"1","1","3","1","11","3","NA","NA","NA","NA","NA","NA",19,19,53085,"0","1","0","0"
"2013","ES",530854,1311.24087591241,"3",1994,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",19,18,53085,"99","0","0","110"
"2013","ES",530855,1311.24087591241,"2",1998,"1","1","2","1","11","2","35","NA","NA","NA","NA","NA",14,14,53085,"99","0","0","0"
"2013","ES",530911,1311.24087591241,"2",1973,"2","1","3","1","NA","NA","NA","NA","0","NA","NA","NA",40,39,53091,"0.5","2","0","0"
"2013","ES",530912,1311.24087591241,"3",1975,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",37,37,53091,"0.625","0","0","0"
"2013","ES",530913,1311.24087591241,"2",2003,"2","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",9,9,53091,"99","0","0","1"
"2013","ES",530914,1311.24087591241,"2",2004,"2","1","2","4","11","2","NA","NA","NA","NA","NA","NA",8,8,53091,"0.5","1","0","1"
"2013","ES",530915,1311.24087591241,"2",2007,"1","1","1","4","11","3","NA","NA","NA","0","0","NA",6,5,53091,"99","0","0","0"
"2013","ES",531021,1311.24087591241,"2",1932,"2","1","2","1","11","2","NA","NA","NA","0","NA","0",80,80,53102,"0.8571428571","0","0","111"
"2013","ES",531022,1311.24087591241,"1",1932,"2","1","1","1","NA","2","NA","NA","NA","0","NA","NA",80,80,53102,"1","0","0","1"
"2013","ES",531023,1311.24087591241,"3",1957,"1","1","3","1","NA","NA","NA","NA","0","NA","NA","NA",56,55,53102,"99","1","0","0"
"2013","ES",531024,1311.24087591241,"4",1961,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",51,51,53102,"0.5238095238","0","1","0"
"2013","ES",531025,1311.24087591241,"4",1991,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",21,21,53102,"99","2","0","100"
"2013","ES",531026,1311.24087591241,"1",1996,"1","1","1","1","11","NA","NA","NA","NA","0","NA","NA",16,16,53102,"0.5","2","0","0"
"2013","ES",531131,1311.24087591241,"4",1932,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",80,80,53113,"99","0","0","0"
"2013","ES",531132,1311.24087591241,"2",1932,"2","2","4","4","11","2","NA","NA","NA","NA","NA","NA",80,80,53113,"0.4285714286","0","0","0"
"2013","ES",531133,1311.24087591241,"4",1957,"1","1","4","4","11","3","NA","NA","NA","NA","NA","NA",55,55,53113,"0","2","0","0"
"2013","ES",531134,1311.24087591241,"2",1961,"2","1","4","1","11","3","NA","NA","NA","NA","NA","NA",52,51,53113,"1","0","0","0"
"2013","ES",531135,1311.24087591241,"4",1991,"2","1","4","4","11","2","NA","NA","NA","0","NA","NA",22,21,53113,"0","1","0","0"
"2013","ES",531136,1311.24087591241,"1",1996,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",16,16,53113,"0.4166666667","2","1","0"
"2013","ES",531151,1311.24087591241,"3",1932,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",80,80,53115,"0.6666666667","0","0","0"
"2013","ES",531152,1311.24087591241,"4",1932,"2","1","4","1","11","NA","25","NA","NA","NA","NA","NA",80,80,53115,"0.75","2","0","0"
"2013","ES",531153,1311.24087591241,"1",1957,"1","1","4","1","11","3","NA","NA","NA","NA","NA","0",55,55,53115,"1","0","0","0"
"2013","ES",531154,1311.24087591241,"2",1961,"2","1","4","1","11","3","NA","NA","NA","NA","NA","NA",51,51,53115,"0.4126984127","0","0","0"
"2013","ES",531155,1311.24087591241,"2",1991,"2","1","3","1","NA","2","NA","25","NA","NA","NA","NA",21,21,53115,"0.5","0","0","0"
"2013","ES",531156,1311.24087591241,"4",1996,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",17,16,53115,"0.5252252337","0","0","10"
"2013","ES",531271,1311.24087591241,"1",1932,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",80,80,53127,"0.5","2","0","0"
"2013","ES",531272,1311.24087591241,"2",1932,"2","1","4","1","11","3","NA","NA","NA","NA","NA","NA",80,80,53127,"0.3172106822","0","0","0"
"2013","ES",531273,1311.24087591241,"1",1957,"1","1","4","1","11","3","NA","NA","NA","NA","NA","NA",56,55,53127,"0.2619047619","0","0","10"
"2013","ES",531274,1311.24087591241,"3",1961,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","0",52,51,53127,"0.7142857143","0","0","0"
"2013","ES",531275,1311.24087591241,"4",1991,"2","1","4","1","11","5","NA","NA","NA","NA","0","NA",21,21,53127,"0.5833333333","0","1","1"
"2013","ES",531276,1311.24087591241,"1",1996,"1","1","1","1","11","2","NA","NA","0","NA","NA","NA",16,16,53127,"0.7579365079","0","1","0"
"2013","ES",531541,1311.24087591241,"1",1935,"1","1","2","1","NA","5","NA","NA","NA","NA","0","NA",78,77,53154,"0.5","0","0","0"
"2013","ES",531542,1311.24087591241,"3",1938,"2","2","4","1","11","5","NA","NA","NA","NA","0","NA",75,74,53154,"0.25","0","0","0"
"2013","ES",531543,1311.24087591241,"4",1961,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",51,51,53154,"0.1458333333","1","0","0"
"2013","ES",531544,1311.24087591241,"4",1967,"2","1","4","1","NA","2","25","NA","NA","NA","NA","NA",46,45,53154,"0.6071428571","2","0","110"
"2013","ES",531545,1311.24087591241,"2",1969,"1","1","2","1","11","2","NA","NA","NA","NA","NA","0",43,43,53154,"1","0","0","1"
"2013","ES",531546,1311.24087591241,"1",1987,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",25,25,53154,"1","0","0","0"
"2013","ES",531547,1311.24087591241,"1",1990,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",22,22,53154,"0.125","0","0","100"
"2013","ES",531548,1311.24087591241,"3",1962,"2","1","1","1","11","3","NA","NA","NA","NA","NA","NA",51,50,53154,"99","0","0","0"
"2013","ES",531611,615.93137254902,"4",1966,"1","1","1","4","11","2","NA","NA","0","NA","NA","NA",46,46,53161,"0.9166666667","0","0","0"
"2013","ES",531651,615.93137254902,"2",1983,"1","1","4","1","11","3","NA","NA","NA","NA","0","NA",29,29,53165,"0.7142857143","0","0","0"
"2013","ES",531661,615.93137254902,"1",1974,"1","1","4","1","11","5","0","NA","NA","NA","0","0",39,38,53166,"0","2","0","0"
"2013","ES",531771,615.93137254902,"2",1979,"2","1","4","1","11","2","30","NA","NA","NA","NA","NA",34,33,53177,"99","0","0","0"
"2013","ES",531861,615.93137254902,"2",1969,"1","1","2","4","11","3","NA","NA","NA","NA","NA","NA",43,43,53186,"1","2","0","0"
"2013","ES",531901,615.93137254902,"2",1932,"1","1","4","1","11","NA","NA","30","NA","NA","NA","NA",80,80,53190,"1","2","0","0"
"2013","ES",532071,615.93137254902,"4",1982,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",31,30,53207,"0.75","2","0","0"
"2013","ES",532161,615.93137254902,"4",1982,"2","1","4","1","NA","2","NA","NA","NA","NA","0","NA",31,30,53216,"0.125","0","0","100"
"2013","ES",532181,615.93137254902,"1",1936,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",76,76,53218,"1","2","0","0"
"2013","ES",532191,615.93137254902,"2",1946,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",66,66,53219,"0.3333333333","0","0","101"
"2013","ES",532471,615.93137254902,"1",1936,"2","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",77,76,53247,"99","2","1","0"
"2013","ES",532481,615.93137254902,"3",1945,"1","1","3","4","11","5","NA","NA","NA","NA","NA","NA",67,67,53248,"1","0","0","0"
"2013","ES",532581,615.93137254902,"2",1974,"1","1","1","4","11","2","NA","NA","0","0","NA","NA",39,38,53258,"99","0","0","0"
"2013","ES",532661,615.93137254902,"4",1933,"1","1","1","1","11","NA","NA","NA","NA","0","NA","NA",79,79,53266,"1","0","0","0"
"2013","ES",532701,615.93137254902,"1",1983,"1","1","4","1","11","2","NA","40","NA","NA","NA","NA",29,29,53270,"0.7857142857","0","0","0"
"2013","ES",532711,615.93137254902,"3",1983,"1","1","4","1","11","2","NA","NA","NA","NA","0","NA",29,29,53271,"99","0","1","0"
"2013","ES",533021,615.93137254902,"1",1983,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",29,29,53302,"1","1","0","0"
"2013","ES",533131,615.93137254902,"1",1934,"2","1","1","4","11","2","NA","NA","NA","0","NA","NA",78,78,53313,"1","0","0","0"
"2013","ES",533191,615.93137254902,"2",1932,"2","1","1","1","11","3","NA","NA","NA","NA","NA","NA",80,80,53319,"1","2","0","0"
"2013","ES",533331,615.93137254902,"2",1978,"1","1","1","1","11","2","NA","NA","0","NA","0","NA",35,34,53333,"99","0","0","0"
"2013","ES",533501,615.93137254902,"3",1932,"2","1","1","1","11","2","NA","NA","NA","NA","NA","0",80,80,53350,"0.753112271","0","0","100"
"2013","ES",533711,615.93137254902,"3",1944,"2","1","2","4","11","2","NA","NA","NA","NA","NA","NA",69,68,53371,"0.5277777778","0","0","0"
"2013","ES",533841,615.93137254902,"3",1983,"1","1","1","4","11","3","NA","NA","NA","NA","NA","NA",30,29,53384,"0.5","0","0","101"
"2013","ES",534091,615.93137254902,"1",1938,"2","1","4","4","NA","2","NA","30","0","NA","NA","NA",74,74,53409,"0.8928571429","2","0","0"
"2013","ES",534201,615.93137254902,"4",1974,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",39,38,53420,"99","0","0","0"
"2013","ES",534241,615.93137254902,"4",1974,"1","1","1","1","11","2","NA","NA","NA","NA","0","NA",39,38,53424,"0.125","0","0","0"
"2013","ES",534461,615.93137254902,"4",1968,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",45,44,53446,"0.8027028043","2","0","101"
"2013","ES",534691,615.93137254902,"1",1938,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",75,74,53469,"99","0","0","10"
"2013","ES",534701,615.93137254902,"3",1974,"1","2","1","1","11","5","NA","NA","NA","NA","NA","NA",38,38,53470,"0.8027028043","0","0","0"
"2013","ES",534791,615.93137254902,"3",1946,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",67,66,53479,"1","0","0","0"
"2013","ES",534861,615.93137254902,"2",1971,"2","1","1","4","NA","5","NA","NA","NA","0","NA","NA",42,41,53486,"0.3333333333","0","0","100"
"2013","ES",534921,615.93137254902,"4",1940,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",73,72,53492,"0.5","0","0","0"
"2013","ES",534971,615.93137254902,"2",1971,"1","1","1","1","11","5","NA","NA","NA","NA","NA","NA",41,41,53497,"0.5","0","0","101"
"2013","ES",534991,615.93137254902,"2",1938,"2","1","4","1","11","2","NA","NA","NA","0","NA","NA",75,74,53499,"0.5","0","0","0"
"2013","ES",535101,615.93137254902,"3",1932,"2","1","1","1","NA","2","NA","25","NA","NA","NA","NA",80,80,53510,"99","1","0","0"
"2013","ES",535311,615.93137254902,"3",1952,"1","1","4","1","14","NA","NA","NA","NA","NA","NA","NA",61,60,53531,"1","0","0","0"
"2013","ES",535361,615.93137254902,"2",1974,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",38,38,53536,"0.5","0","0","10"
"2013","ES",535731,615.93137254902,"4",1971,"1","1","4","4","11","3","NA","NA","NA","0","NA","NA",41,41,53573,"0.5","0","0","0"
"2013","ES",535781,615.93137254902,"4",1964,"1","1","3","4","11","2","30","NA","NA","0","NA","NA",48,48,53578,"1","0","0","0"
"2013","ES",536241,615.93137254902,"3",1941,"2","1","3","1","14","NA","NA","NA","0","NA","NA","NA",72,71,53624,"0.5","0","0","0"
"2013","ES",536381,615.93137254902,"1",1933,"1","1","4","1","11","2","0","NA","0","NA","NA","NA",79,79,53638,"99","0","0","0"
"2013","ES",536481,615.93137254902,"3",1932,"2","1","1","1","11","5","NA","NA","NA","NA","0","NA",80,80,53648,"99","0","0","0"
"2013","ES",536891,615.93137254902,"1",1950,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",62,62,53689,"0.5266409436","2","1","0"
"2013","ES",537011,615.93137254902,"4",1932,"2","1","4","1","11","2","40","NA","NA","NA","NA","NA",80,80,53701,"0.0674603175","0","0","0"
"2013","ES",537051,615.93137254902,"3",1974,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",38,38,53705,"0.75","0","0","101"
"2013","ES",537241,615.93137254902,"1",1933,"2","1","1","1","11","5","33","NA","NA","NA","NA","NA",79,79,53724,"99","0","0","100"
"2013","ES",537521,615.93137254902,"3",1966,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",46,46,53752,"0.5","0","0","0"
"2013","ES",537711,615.93137254902,"2",1932,"1","1","1","4","11","5","NA","NA","NA","NA","0","NA",80,80,53771,"1","0","0","0"
"2013","ES",537811,615.93137254902,"4",1933,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","0",79,79,53781,"99","2","0","1"
"2013","ES",537971,615.93137254902,"1",1932,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",80,80,53797,"0.5","0","0","0"
"2013","ES",537981,615.93137254902,"1",1955,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",58,57,53798,"1","2","0","100"
"2013","ES",537991,615.93137254902,"1",1932,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",80,80,53799,"1","0","0","0"
