RB010,RB020,RB030,RB031,RB031_F,RB050,RB050_F,RB070,RB070_F,RB080,RB080_F,RB090,RB090_F,RB200,RB200_F,RB210,RB210_F,RB220,RB220_F,RB230,RB230_F,RB240,RB240_F,RB245,RB245_F,RB250,RB250_F,RB260,RB260_F,RB270,RB270_F,RL010,RL010_F,RL020,RL020_F,RL030,RL030_F,RL040,RL040_F,RL050,RL050_F,RL060,RL060_F,RL070,RL070_F,RX010,RX020,RX030,RX040,RX050,RX060,RX070
2013,FR,6282802,,,"4079,7947908445",,2,,1945,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6286201,,,"4079,7947908445",,2,,1958,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6286202,,,"4079,7947908445",,1,,1986,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,0,,,,,,,,,,,,,,,,
2013,FR,6288501,,,"4079,7947908445",,2,,1939,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6288502,,,"4079,7947908445",,3,,1941,,2,,1,,1,,,,,,,,,,11,,2,,,,0,,35,,,,,,,,,,,,,,,,,,
2013,FR,6290501,,,"4079,7947908445",,4,,1961,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6290502,,,"4079,7947908445",,3,,1988,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6294601,,,"4079,7947908445",,2,,1959,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6294602,,,"4079,7947908445",,2,,1958,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6314001,,,"4079,7947908445",,1,,1954,,1,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,8,,,,,,,,,,
2013,FR,6314002,,,"4079,7947908445",,2,,1955,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6333001,,,"4079,7947908445",,2,,1978,,2,,1,,2,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6333002,,,"4079,7947908445",,1,,1977,,1,,1,,3,,,,,,,,,,11,,5,,,,,,,,4,,0,,,,,,,,,,,,,,
2013,FR,6334401,,,"4079,7947908445",,3,,1948,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6334402,,,"4079,7947908445",,4,,1950,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,0,,,,0,,,,,,,,,,
2013,FR,6359401,,,"4079,7947908445",,2,,1990,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,0,,,,,,,,,,,,,,,,
2013,FR,6359402,,,"4079,7947908445",,4,,1991,,2,,1,,1,,,,,,,,,,11,,2,,,,,,32,,,,,,0,,,,,,,,,,,,
2013,FR,6373801,,,"4079,7947908445",,2,,1983,,2,,1,,4,,,,,,,,,,11,,5,,,,,,,,,,10,,,,,,,,,,,,,,
2013,FR,6373802,,,"4079,7947908445",,1,,1985,,1,,1,,3,,,,,,,,,,11,,,,,,32,,,,,,,,,,,,,,,,,,,,
2013,FR,6377401,,,"4079,7947908445",,1,,1949,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6377402,,,"4079,7947908445",,1,,1951,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6386001,,,"4079,7947908445",,2,,1954,,1,,1,,3,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6386002,,,"4079,7947908445",,1,,1983,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,32,,,,0,,,,,,,,,,
2013,FR,6386501,,,"4079,7947908445",,1,,1959,,2,,1,,3,,,,,,,,,,11,,2,,,,,,28,,,,0,,,,,,,,,,,,,,
2013,FR,6386502,,,"4079,7947908445",,3,,1987,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,20,,,,,,,,,,,,
2013,FR,6387401,,,"4079,7947908445",,1,,1947,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6387402,,,"4079,7947908445",,4,,1947,,2,,1,,4,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6399501,,,"4079,7947908445",,2,,1957,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,0,,,,,,,,,,,,,,,,
2013,FR,6399502,,,"4079,7947908445",,4,,1965,,1,,1,,4,,,,,,,,,,11,,5,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6400401,,,"4079,7947908445",,4,,1948,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6400402,,,"4079,7947908445",,3,,1952,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6404201,,,"4079,7947908445",,2,,1984,,1,,1,,1,,,,,,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6404202,,,"4079,7947908445",,1,,1984,,2,,1,,3,,,,,,,,,,11,,5,,,,28,,,,,,,,0,,,,,,,,,,,,
2013,FR,6404401,,,"4079,7947908445",,2,,1979,,2,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,6404402,,,"4079,7947908445",,2,,1977,,1,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,,,28,,,,,,,,,,,,
2013,FR,6405601,,,"4079,7947908445",,2,,1932,,1,,1,,1,,,,,,,,,,11,,,,,,,,,,,,38,,,,,,,,,,,,,,
2013,FR,6405602,,,"4079,7947908445",,1,,1941,,2,,1,,1,,,,,,,,,,11,,5,,,,24,,,,,,0,,0,,,,,,,,,,,,
2013,FR,6406001,,,"4079,7947908445",,4,,1958,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6406002,,,"4079,7947908445",,1,,1986,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6422001,,,"4079,7947908445",,1,,1947,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6422002,,,"4079,7947908445",,3,,1950,,2,,1,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6423601,,,"4079,7947908445",,2,,1935,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6423602,,,"4079,7947908445",,2,,1943,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,0,,,,,,,,,,,,,,,,
2013,FR,6424401,,,"4079,7947908445",,1,,1957,,2,,1,,1,,,,,,,,,,11,,2,,,,,,32,,,,,,,,,,,,,,,,,,
2013,FR,6424402,,,"4079,7947908445",,2,,1965,,1,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6425401,,,"4079,7947908445",,4,,1958,,2,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6425402,,,"4079,7947908445",,2,,1988,,2,,1,,1,,,,,,,,,,,,2,,,,,,32,,0,,,,0,,0,,,,,,,,,,
2013,FR,6432301,,,"4079,7947908445",,2,,1976,,1,,1,,3,,,,,,,,,,11,,5,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6432302,,,"4079,7947908445",,4,,1986,,2,,1,,1,,,,,,,,,,11,,2,,,,26,,,,,,,,0,,,,,,,,,,,,
2013,FR,6433301,,,"4079,7947908445",,1,,1944,,1,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6433302,,,"4079,7947908445",,3,,1948,,2,,1,,3,,,,,,,,,,11,,,,,,,,,,0,,,,,,0,,,,,,,,,,
2013,FR,6442401,,,"4079,7947908445",,4,,1934,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6442402,,,"4079,7947908445",,2,,1933,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,0,,,,,,,,,,,,,,,,
2013,FR,6443501,,,"4079,7947908445",,2,,1944,,1,,1,,1,,,,,,,,,,11,,,,,,,,,,0,,,,,,,,,,,,,,,,
2013,FR,6443502,,,"4079,7947908445",,1,,1950,,2,,1,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6460101,,,"4079,7947908445",,2,,1961,,2,,1,,1,,,,,,,,,,,,5,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6460102,,,"4079,7947908445",,4,,1988,,2,,1,,1,,,,,,,,,,14,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6462501,,,"4079,7947908445",,2,,1994,,1,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6462502,,,"4079,7947908445",,2,,1992,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6467501,,,"4079,7947908445",,3,,1981,,1,,1,,4,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6467502,,,"4079,7947908445",,2,,1983,,2,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6470901,,,"4079,7947908445",,3,,1966,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,0,,,,,,,,,,,,,,,,
2013,FR,6470902,,,"4079,7947908445",,1,,1985,,1,,1,,4,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6477301,,,"4079,7947908445",,2,,1944,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6477302,,,"4079,7947908445",,3,,1950,,2,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6482401,,,"4079,7947908445",,3,,1943,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6482402,,,"4079,7947908445",,2,,1962,,2,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6488701,,,"4079,7947908445",,4,,1983,,2,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6488702,,,"4079,7947908445",,2,,1985,,1,,1,,3,,,,,,,,,,11,,2,,,,24,,,,,,,,,,,,,,,,,,,,
2013,FR,6522201,,,"4079,7947908445",,1,,1932,,1,,1,,1,,,,,,,,,,,,2,,,,,,,,,,0,,,,48,,,,,,,,,,
2013,FR,6522202,,,"4079,7947908445",,2,,1932,,2,,1,,4,,,,,,,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6527001,,,"4079,7947908445",,3,,1962,,2,,1,,3,,,,,,,,,,11,,5,,,,,,0,,0,,0,,,,,,,,,,,,,,
2013,FR,6527002,,,"4079,7947908445",,4,,1994,,1,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,9,,,,,,,,,,,,,,
2013,FR,6534701,,,"4079,7947908445",,2,,1954,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,0,,0,,,,,,,,,,
2013,FR,6534702,,,"4079,7947908445",,4,,1955,,2,,1,,4,,,,,,,,,,11,,,,,,,,,,,,,,,,50,,,,,,,,,,
2013,FR,6536401,,,"4079,7947908445",,2,,1946,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,6536402,,,"4079,7947908445",,1,,1957,,2,,1,,2,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6548601,,,"4079,7947908445",,4,,1944,,1,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,0,,0,,,,,,,,,,
2013,FR,6548602,,,"4079,7947908445",,1,,1950,,2,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6553401,,,"4079,7947908445",,1,,1978,,1,,1,,1,,,,,,,,,,11,,2,,,,,,32,,,,,,0,,,,,,,,,,,,
2013,FR,6553402,,,"4079,7947908445",,2,,1949,,2,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6558001,,,"4079,7947908445",,4,,1932,,2,,1,,3,,,,,,,,,,11,,,,,,,,,,,,41,,,,0,,,,,,,,,,
2013,FR,6558002,,,"4079,7947908445",,2,,1954,,1,,1,,4,,,,,,,,,,11,,,,,,,,,,0,,0,,,,,,,,,,,,,,
2013,FR,6558401,,,"4079,7947908445",,2,,1958,,1,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6558402,,,"4079,7947908445",,3,,1958,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6593801,,,"4079,7947908445",,3,,1943,,1,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6593802,,,"4079,7947908445",,2,,1959,,2,,1,,1,,,,,,,,,,11,,5,,,,,,32,,11,,,,,,,,,,,,,,,,
2013,FR,6594001,,,"4079,7947908445",,2,,1948,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6594002,,,"4079,7947908445",,1,,1945,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,30,,,,,,,,,,,,,,
2013,FR,6607701,,,"4079,7947908445",,2,,1962,,2,,1,,4,,,,,,,,,,11,,,,,,,,,,,,0,,0,,,,,,,,,,,,
2013,FR,6607702,,,"4079,7947908445",,2,,1992,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6611301,,,"4079,7947908445",,3,,1959,,2,,1,,1,,,,,,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6611302,,,"4079,7947908445",,2,,1957,,1,,1,,4,,,,,,,,,,11,,5,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6614601,,,"4079,7947908445",,1,,1987,,2,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6614602,,,"4079,7947908445",,1,,1989,,2,,1,,4,,,,,,,,,,11,,2,,,,,,0,,,,0,,0,,,,,,,,,,,,
2013,FR,6617401,,,"4079,7947908445",,2,,1961,,2,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6617402,,,"4079,7947908445",,2,,1988,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6624201,,,"4079,7947908445",,3,,1949,,1,,1,,3,,,,,,,,,,11,,,,,,,,32,,,,,,0,,,,,,,,,,,,
2013,FR,6624202,,,"4079,7947908445",,3,,1950,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6625301,,,"4079,7947908445",,2,,1968,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6625302,,,"4079,7947908445",,1,,2001,,1,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,0,,0,,,,,,,,,,
2013,FR,6662901,,,"4079,7947908445",,4,,1946,,2,,1,,2,,,,,,,,,,11,,2,,,,,,32,,,,,,,,,,,,,,,,,,
2013,FR,6662902,,,"4079,7947908445",,4,,1945,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6671301,,,"4079,7947908445",,3,,1955,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6671302,,,"4079,7947908445",,2,,1951,,1,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6672001,,,"4079,7947908445",,4,,1954,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6672002,,,"4079,7947908445",,2,,1949,,1,,1,,2,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6681601,,,"4079,7947908445",,2,,1978,,1,,1,,4,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6681602,,,"4079,7947908445",,1,,1983,,2,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6686901,,,"4079,7947908445",,4,,1983,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,10,,,,,,,,,,
2013,FR,6686902,,,"4079,7947908445",,2,,1982,,1,,1,,4,,,,,,,,,,11,,5,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6701501,,,"4079,7947908445",,4,,1985,,2,,1,,3,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6701502,,,"4079,7947908445",,1,,1987,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6727601,,,"4079,7947908445",,2,,1978,,2,,1,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6727602,,,"4079,7947908445",,1,,1977,,1,,1,,3,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6728201,,,"4079,7947908445",,2,,1962,,1,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,6728202,,,"4079,7947908445",,1,,1962,,2,,1,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6730301,,,"4079,7947908445",,1,,1965,,1,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6730302,,,"4079,7947908445",,4,,1966,,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,
2013,FR,6757901,,,"4079,7947908445",,4,,1942,,1,,1,,4,,,,,,,,,,11,,,,,,,,,,0,,,,,,0,,,,,,,,,,
2013,FR,6757902,,,"4079,7947908445",,3,,1966,,2,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,6761901,,,"4079,7947908445",,3,,1980,,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6761902,,,"4079,7947908445",,3,,2004,,2,,1,,1,,,,,,,,,,14,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6770301,,,"4079,7947908445",,1,,1951,,2,,1,,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2013,FR,6770302,,,"4079,7947908445",,2,,1950,,1,,1,,4,,,,,,,,,,11,,2,,,,32,,,,,,,,,,,,,,,,,,,,
2013,FR,6773601,,,"4079,7947908445",,3,,1984,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6773602,,,"4079,7947908445",,2,,1988,,2,,1,,4,,,,,,,,,,11,,5,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6787301,,,"4079,7947908445",,4,,1932,,1,,1,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6787302,,,"4079,7947908445",,4,,1934,,2,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6802501,,,"4079,7947908445",,2,,1978,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6802502,,,"4079,7947908445",,3,,1977,,1,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,6804501,,,"4079,7947908445",,1,,1955,,2,,1,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6804502,,,"4079,7947908445",,4,,1952,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6805201,,,"4079,7947908445",,3,,1971,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6805202,,,"4079,7947908445",,3,,1961,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,0,,,,0,,,,,,,,,,
2013,FR,6824101,,,"4079,7947908445",,1,,1987,,2,,1,,4,,,,,,,,,,11,,,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,6824102,,,"4079,7947908445",,4,,1986,,1,,1,,1,,,,,,,,,,11,,,,,,,,,,0,,,,,,,,,,,,,,,,
2013,FR,6827001,,,"4079,7947908445",,1,,1989,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,0,,0,,,,,,,,,,,,,,
2013,FR,6827002,,,"4079,7947908445",,3,,1984,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6827801,,,"4079,7947908445",,2,,1945,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6827802,,,"4079,7947908445",,1,,1945,,1,,1,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6833701,,,"4079,7947908445",,2,,1963,,1,,1,,1,,,,,,,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6833702,,,"4079,7947908445",,4,,1971,,1,,1,,3,,,,,,,,,,11,,2,,,,26,,,,,,,,,,,,,,,,,,,,
2013,FR,6837501,,,"4079,7947908445",,2,,1957,,1,,1,,4,,,,,,,,,,,,2,,,,,,,,0,,,,,,0,,,,,,,,,,
2013,FR,6837502,,,"4079,7947908445",,4,,1961,,2,,1,,3,,,,,,,,,,11,,5,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6839301,,,"4079,7947908445",,1,,1954,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6839302,,,"4079,7947908445",,1,,1955,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6839701,,,"4079,7947908445",,2,,1944,,1,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6839702,,,"4079,7947908445",,2,,1945,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6869501,,,"4079,7947908445",,1,,1932,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,0,,,,0,,,,,,,,,,,,
2013,FR,6869502,,,"4079,7947908445",,3,,1933,,2,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6872701,,,"4079,7947908445",,3,,1975,,2,,1,,4,,,,,,,,,,11,,,,,,,,,,0,,,,,,,,,,,,,,,,
2013,FR,6872702,,,"4079,7947908445",,4,,2012,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6874501,,,"4079,7947908445",,3,,1978,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,6874502,,,"4079,7947908445",,3,,2012,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,6876701,,,"4079,7947908445",,4,,1946,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6876702,,,"4079,7947908445",,1,,1982,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6881201,,,"4079,7947908445",,2,,1966,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6881202,,,"4079,7947908445",,4,,2006,,2,,1,,3,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6898801,,,"4079,7947908445",,4,,1975,,2,,1,,4,,,,,,,,,,11,,5,,,,,,30,,,,,,,,,,,,,,,,,,
2013,FR,6898802,,,"4079,7947908445",,3,,1973,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,0,,,,,,,,,,,,
2013,FR,6909301,,,"4079,7947908445",,3,,1968,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6909302,,,"4079,7947908445",,3,,2001,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6911801,,,"4079,7947908445",,2,,1954,,1,,1,,4,,,,,,,,,,11,,5,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6911802,,,"4079,7947908445",,3,,1955,,2,,1,,4,,,,,,,,,,11,,,,,,,,,,,,0,,,,0,,,,,,,,,,
2013,FR,6914801,,,"4079,7947908445",,1,,1958,,2,,1,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6914802,,,"4079,7947908445",,2,,1986,,2,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,,,0,,0,,,,,,,,,,
2013,FR,6941401,,,"4079,7947908445",,2,,1938,,2,,1,,4,,,,,,,,,,11,,2,,,,,,,,,,16,,0,,,,,,,,,,,,
2013,FR,6941402,,,"4079,7947908445",,1,,1934,,1,,1,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6964001,,,"4079,7947908445",,1,,1962,,2,,1,,3,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6964002,,,"4079,7947908445",,4,,1955,,2,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,
2013,FR,6971301,,,"4079,7947908445",,1,,1985,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6971302,,,"4079,7947908445",,2,,1987,,2,,1,,3,,,,,,,,,,,,5,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6975401,,,"4079,7947908445",,2,,1932,,1,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6975402,,,"4079,7947908445",,1,,1934,,2,,1,,4,,,,,,,,,,11,,2,,,,,,36,,,,,,,,,,,,,,,,,,
2013,FR,6991101,,,"4079,7947908445",,4,,1958,,2,,1,,1,,,,,,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6991102,,,"4079,7947908445",,4,,1986,,2,,1,,1,,,,,,,,,,11,,2,,,,,,,,4,,,,,,0,,,,,,,,,,
2013,FR,6991401,,,"4079,7947908445",,4,,1954,,2,,1,,4,,,,,,,,,,11,,5,,,,,,32,,,,,,,,,,,,,,,,,,
2013,FR,6991402,,,"4079,7947908445",,1,,1949,,1,,1,,1,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6995001,,,"4079,7947908445",,4,,1961,,1,,1,,1,,,,,,,,,,11,,2,,,,,,,,,,0,,,,,,,,,,,,,,
2013,FR,6995002,,,"4079,7947908445",,3,,1961,,2,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,6995003,,,"4079,7947908445",,1,,1993,,1,,1,,3,,,,,,,,,,11,,2,,,,,,,,,,,,0,,,,,,,,,,,,
