DB010,DB020,DB030,DB040,DB040_F,DB060,DB060_F,DB062,DB062_F,DB070,DB070_F,DB075,DB075_F,DB090,DB090_F,DB100,DB100_F
2013,FR,98140,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,98601,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,98615,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,98799,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,98827,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,98828,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99033,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99168,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99356,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99365,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99512,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99533,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99580,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99582,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99625,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99634,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99739,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99837,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,99882,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,100001,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,100029,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,100150,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,100267,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,100530,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,100572,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,100641,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,100675,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,100689,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,100886,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,100902,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,100953,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101014,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101052,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101227,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101261,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101282,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101321,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101474,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101476,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101493,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101589,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101682,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101783,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101913,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101964,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,101967,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102027,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102029,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102185,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102188,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102240,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102262,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102283,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102326,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102415,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102437,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102450,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102452,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102592,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102654,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102701,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102780,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102850,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102867,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,102999,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,103139,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,103235,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,103240,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,103262,FR10,,,,,,,,,,4079.7947908445,,,
2013,FR,103439,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103466,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103467,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103469,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103471,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103528,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103550,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103580,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103587,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103601,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103634,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103739,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103763,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103849,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103863,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103867,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103949,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103988,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103991,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,103994,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104018,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104032,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104121,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104149,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104150,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104220,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104335,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104399,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104426,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104471,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104478,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104491,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104505,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104547,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104586,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104590,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104634,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104640,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104655,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104678,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104682,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104745,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104921,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104940,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104944,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,104977,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105060,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105074,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105146,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105148,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105161,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105173,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105207,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105297,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105383,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105393,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105410,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105428,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105544,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105552,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105558,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105581,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105639,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105671,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105771,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105824,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105884,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105917,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105932,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,105935,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106014,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106023,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106040,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106049,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106117,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106220,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106319,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106320,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106331,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106374,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106380,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106401,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106405,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106455,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106486,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106541,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106617,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106661,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,106942,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107005,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107049,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107058,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107066,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107080,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107145,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107169,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107171,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107324,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107506,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107543,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107593,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107782,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107790,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107850,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107869,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107926,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,107928,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108092,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108209,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108238,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108375,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108468,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108483,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108517,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108561,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108585,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108633,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108639,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108646,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108651,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108665,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108748,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108919,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108930,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,108972,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109067,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109153,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109158,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109160,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109170,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109215,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109218,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109297,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109324,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109362,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109411,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109455,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109461,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109579,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109581,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109607,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109648,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109727,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109747,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109848,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109873,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109899,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,109955,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110046,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110084,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110085,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110128,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110137,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110147,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110183,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110238,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110249,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110329,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110356,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110454,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110550,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110759,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,110807,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111039,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111041,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111045,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111051,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111062,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111100,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111121,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111128,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111149,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111194,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111199,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111218,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111245,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111343,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111424,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111552,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111561,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111604,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111613,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111620,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111666,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111747,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111771,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111794,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111810,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111817,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111880,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111890,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111899,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111909,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111921,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111932,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,111958,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112013,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112152,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112154,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112239,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112433,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112492,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112514,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112688,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112836,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112838,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112856,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112918,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112933,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112941,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,112997,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113029,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113075,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113194,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113289,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113311,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113357,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113364,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113450,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113469,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113497,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113498,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113500,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113585,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113686,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113695,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113721,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113727,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113891,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113953,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113985,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,113991,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114039,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114075,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114218,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114233,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114302,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114310,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114363,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114461,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114504,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114587,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114749,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114841,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114853,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114856,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,114936,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115052,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115053,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115085,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115092,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115100,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115152,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115232,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115282,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115329,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115330,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115375,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115402,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115437,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115545,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115646,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115658,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115719,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115788,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115846,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115911,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,115963,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116011,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116040,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116094,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116115,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116156,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116237,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116256,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116371,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116372,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116405,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116463,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116564,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116601,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116605,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116650,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116673,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116723,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116751,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116769,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116815,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116850,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116865,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116886,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116901,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116939,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,116979,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,117049,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,117105,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,117152,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,117201,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,117217,FR21,,,,,,,,,,2327.5919732442,,,
2013,FR,117334,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,117367,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,117374,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,117486,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,117617,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,117672,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,117785,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,117786,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,117830,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,117836,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,117910,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,117993,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118012,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118024,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118063,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118081,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118095,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118127,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118131,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118269,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118288,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118301,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118316,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118324,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118436,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118468,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118496,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118505,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118526,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118536,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118546,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118582,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118601,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118624,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118665,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118717,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118799,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118889,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118913,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118915,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118963,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,118995,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,119083,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,119095,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,119119,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,119241,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,119243,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,119257,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,119272,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,119282,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,119305,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,119309,FR22,,,,,,,,,,2120.6940874036,,,
2013,FR,119317,FR22,,,,,,,,,,2120.6940874036,,,
