"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PD020","PD030","PD050","PD060","PD070","PD080","PD090","PW010","PW020","PW030","PW040","PW050","PW060","PW070","PW080","PW090","PW100","PW110","PW120","PW130","PW140","PW150","PW160","PW170","PW180","PW190","PW200","PW210","PW220","PX010","PX020","PX030","PX040","PX050","PX200"
"2013","LT",387631,253.663943990665,"NA","2","2013","20","4",1961,"1","2","3","LT","2","5","3","1","NA","1","NA","NA","3","8","40","NA","h","NA","13","1","1","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,26855,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","2","1","1","6","NA","NA","8","2","2","1","4","2","8","NA","7","99","6","7","10","1","1","7","5","7","2","3.4528",51,38763,"1","6","254.58712"
"2013","LT",387751,253.663943990665,"NA","2","2013","20","3",1932,"1","4","3","LT","2","NA","3","7","NA","2","NA","NA","3","8","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","4","1","2","2","NA","2","NA",1,1,0,0,0,2938,1,0,0,0,0,3852,406,0,0,0,1,"1","1","1","3","2","1","1","9","8","6","9","NA","4","3","3","4","NA","NA","NA","5","5","NA","7","NA","NA","4","1","8","2","3.4528",80,38775,"1","6","290.14306"
"2013","LT",388451,253.663943990665,"NA","2","2013","20","2",1932,"2","2","3","LT","2","NA","0","7","NA","NA","NA","NA","3","2","40","NA","NA","NA","8","1","2","NA","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,0,0,0,775,1,0,0,0,0,4501,0,0,0,0,1,"1","1","1","1","1","2","5","5","10","8","7","3","5","2","4","3","NA","9","4","NA","5","9","10","1","1","3","NA","7","3","3.4528",80,38845,"1","6","230.23513"
"2013","LT",388461,253.663943990665,"NA","2","2013","30","3",1955,"2","5","1","LT","2","NA","3","8","NA","1","NA","NA","3","9","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,0,0,0,2367,0,1,"2","1","1","1","1","2","5","1","7","3","NA","NA","3","4","2","3","NA","NA","8","6","1","2","10","1","1","NA","10","7","3","3.4528",57,38846,"1","6","150.47492"
"2013","LT",388741,253.663943990665,"NA","2","2013","30","2",1937,"2","4","1","LT","2","NA","2","7","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","1","2","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,2332,491,0,0,0,1,"1","1","1","2","1","1","5","8","NA","3","5","3","4","NA","3","2","NA","NA","2","7","4","NA","8","NA","2","5","7","10","4","3.4528",75,38874,"1","6","516.60869"
"2013","LT",389071,253.663943990665,"NA","2","2013","25","4",1955,"1","5","1","LT","2","3","3","5","NA","1","2","NA","3","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,0,0,0,0,1,203,0,0,0,0,0,0,0,0,1,"1","1","NA","3","1","3","5","4","6","8","4","3","NA","1","3","NA","9","NA","NA","2","4","7","5","NA","1","7","6","NA","2","3.4528",57,38907,"1","6","75.91968"
"2013","LT",389601,253.663943990665,"NA","2","2013","36","3",1978,"2","2","1","LT","2","5","2","5","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","15","1","2","NA","NA","NA","NA","4","2","1","2","NA","2","NA",1,1,3128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","2","1","1","3","1","7","8","8","6","5","4","NA","9","1","NA","7","10","7","8","NA","8","NA","NA","6","8","10","3","3.4528",34,38960,"1","2","79.95225"
"2013","LT",389611,253.663943990665,"NA","1","2013","20","4",1947,"1","2","1","LT","2","NA","4","7","NA","1","NA","NA","3","0 - 1","40","NA","NA","NA","13","1","2","NA","NA","NA","NA","2","NA","3","2","NA","2","NA",1,1,0,0,0,3495,1,0,0,0,0,5201,1115,0,0,0,1,"1","1","1","3","1","3","1","5","9","8","7","NA","NA","2","2","2","7","NA","6","NA","5","10","7","NA","1","5","4","8","1","3.4528",65,38961,"1","6","176.85885"
"2013","LT",389811,253.663943990665,"NA","2","2013","15","3",1951,"2","2","3","LT","1","3","5","3","NA","2","NA","NA","NA","3","NA","NA","l-n","NA","NA","1","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,3550,1,0,0,0,0,0,0,0,0,0,1,"2","1","1","1","1","3","1","8","NA","7","6","NA","NA","2","4","2","NA","NA","8","7","5","5","9","1","NA","2","8","8","NA","3.4528",61,38981,"1","2","208.98221"
"2013","LT",390071,253.663943990665,"NA","2","2013","40","4",1970,"1","2","1","LT","2","NA","3","1","NA","1","NA","NA","3","7","40","NA","b-e","NA","8","1","2","NA","NA","NA","NA","2","2","2","2","NA","2","NA",1,1,4452,18,0,178,1,0,0,0,0,0,0,0,0,0,1,"3","1","1","1","2","1","1","9","8","2","9","5","3","1","4","3","5","9","7","3","6","7","5","1","1","3","10","NA","3","3.4528",42,39007,"1","6","454.97435"
"2013","LT",390281,253.663943990665,"NA","2","2013","15","3",1946,"1","2","2","LT","2","NA","3","7","NA","NA","NA","NA","3","8","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,2357,1,0,0,0,0,1576,168,0,0,0,1,"2","1","1","2","1","1","5","4","4","7","NA","4","4","1","3","4","NA","NA","99","7","4","6","8","1","1","3","6","NA","3","3.4528",66,39028,"1","6","289.25258"
"2013","LT",390351,253.663943990665,"NA","1","2013","15","1",1945,"2","4","3","LT","2","NA","2","7","NA","1","NA","NA","NA","7","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,2778,219,0,0,0,1,"1","2","1","2","1","3","1","8","8","2","NA","NA","9","3","3","3","5","7","3","4","NA","7","NA","1","NA","NA","10","10","9","3.4528",67,39035,"1","2","2273.36108"
"2013","LT",390751,253.663943990665,"NA","1","2013","15","4",1958,"1","2","3","LT","2","NA","5","3","NA","1","NA","NA","3","0 - 1","NA","NA","f","NA","NA","1","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,2205,1,0,4048,0,0,0,0,0,0,0,1,"1","1","1","1","2","1","1","7","7","NA","6","4","3","2","9","NA","NA","8","5","2","NA","5","NA","1","1","6","8","9","2","3.4528",54,39075,"1","6","86.37553"
"2013","LT",390781,253.663943990665,"NA","2","2013","30","3",1951,"2","5","3","LT","2","3","3","1","NA","2","2","NA","3","9","NA","NA","r-u","NA","NA","2","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,701,16,16,1018,1,0,0,0,0,285,0,0,0,0,1,"1","1","1","1","1","2","1","6","10","10","10","3","NA","2","3","NA","NA","NA","10","4","6","5","8","NA","1","0","NA","10","2","3.4528",61,39078,"1","7","1285.9667"
"2013","LT",390881,253.663943990665,"NA","2","2013","19","4",1991,"2","1","1","Other","2","NA","3","6","NA","2","2","2","NA","5","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,1936,1,0,0,0,0,0,0,0,0,0,1,"3","1","1","1","1","1","1","8","NA","3","6","4","4","1","NA","1","NA","NA","5","NA","5","7","9","1","NA","8","7","10","2","3.4528",21,39088,"1","6","87.93326"
"2013","LT",391671,253.663943990665,"NA","2","2013","30","1",1932,"1","4","1","LT","2","NA","0","7","NA","NA","NA","NA","3","9","40","NA","NA","NA","13","1","1","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,1956,1,0,0,0,0,4586,0,0,0,0,1,"1","1","1","1","2","1","5","9","5","7","4","4","5","2","3","1","3","NA","NA","4","7","NA","NA","NA","1","5","NA","NA","2","3.4528",80,39167,"1","6","445.37199"
"2013","LT",391681,253.663943990665,"NA","2","2013","12","2",1953,"1","2","1","LT","2","NA","4","8","NA","1","NA","NA","NA","8","40","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","1","2","NA","2","NA",1,1,0,0,0,3750,1,0,0,0,0,0,0,0,1918,0,1,"2","1","1","2","3","3","1","5","7","NA","NA","5","3","9","4","9","NA","NA","5","7","3","7","9","1","1","8","6","1","3","3.4528",59,39168,"1","2","294.1339"
"2013","LT",391791,253.663943990665,"NA","1","2013","28","1",1942,"1","2","1","LT","2","NA","1","7","NA","1","NA","NA","3","6","40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,3550,0,0,2668,264,0,0,0,1,"1","1","1","3","2","3","1","7","99","10","7","4","4","1","4","3","NA","8","99","6","3","7","7","NA","NA","7","8","NA","NA","3.4528",70,39179,"1","7","444.08069"
"2013","LT",391841,253.663943990665,"NA","2","2013","1","2",1932,"2","3","1","LT","2","NA","1","7","NA","1","NA","NA","3","9","NA","NA","NA","NA","1","1","2","NA","NA","NA","NA","3","1","1","2","NA","2","NA",1,1,0,0,0,920,1,0,0,0,0,3273,435,0,0,0,1,"1","1","2","3","1","2","1","6","0","NA","8","4","NA","3","2","2","NA","NA","8","2","6","7","2","1","1","6","NA","10","3","3.4528",80,39184,"1","2","1219.45783"
"2013","LT",392091,253.663943990665,"NA","2","2013","35","4",1963,"1","2","3","LT","2","NA","3","1","NA","NA","NA","NA","3","8","40","NA","b-e","NA","13","NA","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,8440,0,0,3138,1,0,0,0,0,0,0,0,0,0,1,"1","1","2","1","1","1","5","8","NA","9","10","5","NA","2","9","3","9","7","5","3","7","6","NA","NA","1","7","5","8","NA","3.4528",49,39209,"1","7","167.12001"
"2013","LT",392161,253.663943990665,"NA","2","2013","10","2",1991,"2","1","1","LT","2","NA","3","6","NA","2","NA","NA","NA",,"NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,240,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","2","1","1","1","1","4","5","NA","NA","NA","3","2","NA","2","NA","NA","2","7","6","10","8","1","1","NA","5","2","NA","3.4528",21,39216,"1","2","65.19182"
"2013","LT",392191,253.663943990665,"NA","2","2013","20","4",1940,"2","2","1","LT","2","NA","4","1","NA","NA","NA","NA","2","0 - 1","40","NA","g","NA","13","1","1","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,6666,0,0,0,1,0,0,0,0,918,0,0,0,0,1,"3","1","1","2","3","3","3","7","9","7","8","NA","4","1","4","2","7","10","7","NA","7","8","NA","NA","1","9","1","8","2","3.4528",72,39219,"1","6","467.87949"
"2013","LT",392351,253.663943990665,"NA","2","2013","30","1",1967,"2","1","3","LT","2","NA","3","1","NA","1","NA","NA","3","9","NA","NA","b-e","NA","11","1","2","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",1,1,4315,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"2","3","1","2","2","2","5","8","NA","4","8","3","NA","1","NA","4","8","NA","NA","99","NA","NA","9","1","1","5","7","7","2","3.4528",45,39235,"1","7","72.79251"
"2013","LT",392361,253.663943990665,"NA","2","2013","10","2",1947,"2","4","3","LT","2","NA","1","7","NA","NA","NA","NA","3","9","NA","NA","NA","NA","13","1","2","NA","NA","NA","NA","4","1","3","2","NA","1","NA",1,1,0,0,0,0,1,0,0,0,0,1570,0,0,0,0,1,"1","1","1","2","3","1","1","5","8","NA","NA","4","2","NA","9","3","7","NA","2","6","3","NA","NA","1","1","99","9","NA","3","3.4528",65,39236,"1","NA","369.2388"
"2013","LT",392951,253.663943990665,"NA","2","2013","20","1",1946,"2","2","1","LT","2","3","3","7","NA","1","NA","NA","3","7","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","2","3","2","NA","1","2",1,1,0,0,0,233,1,0,0,0,0,2503,0,0,0,0,1,"1","1","1","3","3","2","5","5","8","6","10","NA","3","NA","4","2","8","NA","8","NA","NA","5","10","NA","1","5","8","NA","3","3.4528",66,39295,"1","6","431.74653"
"2013","LT",393051,253.663943990665,"NA","1","2013","37","1",1933,"2","4","3","LT","2","NA","1","7","NA","NA","2","NA","3","9","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","2","1","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,1710,0,0,0,0,1,"3","1","1","2","2","1","1","5","7","8","NA","4","5","2","2","4","NA","10","NA","1","6","NA","9","NA","2","8","NA","5","9","3.4528",79,39305,"1","2","471.49986"
"2013","LT",393411,253.663943990665,"NA","2","2013","20","1",1940,"1","2","1","LT","2","5","2","7","NA","1","NA","NA","3","9","40","NA","NA","NA","2","NA","2","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,3159,437,0,0,0,1,"1","1","1","2","1","3","1","5","8","5","3","4","NA","2","4","3","6","NA","7","1","99","2","NA","NA","1","8","8","NA","9","3.4528",72,39341,"1","5","55.7339"
"2013","LT",393711,253.663943990665,"NA","2","2013","30","3",1935,"2","2","1","LT","2","NA","1","7","NA","1","NA","NA","NA","9","40","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","3","1","3","2","NA","2","1",1,1,0,0,0,915,1,0,1367,0,0,1153,138,0,0,0,1,"1","1","1","2","1","1","1","7","NA","8","5","4","NA","2","4","3","5","8","10","NA","6","99","8","2","NA","6","4","8","3","3.4528",77,39371,"1","6","86.64997"
"2013","LT",393771,253.663943990665,"NA","2","2013","20","4",1938,"2","4","3","LT","2","NA","2","7","NA","1","NA","1","3","8","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,2772,334,0,0,0,1,"1","1","1","2","1","1","5","8","8","3","10","4","4","2","3","NA","3","NA","8","4","99","8","NA","1","1","7","NA","9","2","3.4528",74,39377,"1","2","91.07195"
"2013","LT",394061,253.663943990665,"NA","2","2013","25","2",1983,"2","2","3","LT","2","NA","5","1","NA","NA","NA","NA","3","3","40","NA","p","NA","12","1","NA","NA","NA","NA","NA","NA","1","2","2","NA","2","NA",1,1,6008,0,0,1282,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","1","6","7","6","6","3","NA","2","3","2","NA","6","6","7","5","NA","7","9","1","4","10","10","3","3.4528",29,39406,"1","6","130.36034"
"2013","LT",395231,253.663943990665,"NA","2","2013","35","4",1947,"1","2","3","LT","2","NA","2","7","NA","1","NA","NA","3","8","NA","NA","NA","NA","10","1","2","NA","NA","NA","NA","2","1","3","2","2","2","NA",1,1,0,0,0,3058,1,0,0,0,0,3948,309,0,0,0,1,"1","1","1","1","2","1","1","5","9","7","10","3","3","2","NA","3","5","NA","3","4","6","5","9","1","1","NA","7","NA","4","3.4528",65,39523,"1","2","216.82368"
"2013","LT",395261,253.663943990665,"NA","2","2013","15","4",1932,"2","4","3","LT","2","NA","4","7","NA","1","NA","NA","3","6","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","1","1","1","NA","2","1",1,1,0,0,0,0,1,0,0,0,0,1574,0,0,0,0,1,"1","1","2","1","1","3","2","5","5","NA","6","2","2","NA","9","3","NA","NA","10","6","5","2","NA","1","1","8","8","10","1","3.4528",80,39526,"1","7","45.21163"
"2013","LT",395321,253.663943990665,"NA","2","2013","25","2",1934,"1","2","1","LT","2","NA","1","7","NA","NA","NA","NA","3","8","42","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,3762,0,0,0,0,1,"1","1","2","3","1","1","5","9","5","1","8","4","4","2","NA","2","NA","10","8","1","0","NA","9","1","1","6","9","10","2","3.4528",78,39532,"1","NA","166.45099"
"2013","LT",395711,253.663943990665,"NA","2","2013","15","3",1983,"2","2","1","LT","2","NA","5","1","NA","NA","NA","NA","3","2","NA","NA","h","NA","15","1","2","NA","NA","NA","NA","3","1","3","2","NA","2","NA",1,1,7477,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"2","2","1","2","1","1","1","7","7","4","7","4","4","1","9","2","6","10","NA","4","6","1","6","1","1","5","7","9","4","3.4528",29,39571,"1","6","142.84241"
"2013","LT",395941,253.663943990665,"NA","2","2013","12","1",1972,"1","2","1","LT","2","NA","3","1","NA","NA","NA","NA","3","9","42","NA","r-u","NA","12","1","2","NA","NA","NA","NA","3","1","3","2","NA","2","NA",1,1,9644,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","2","1","1","NA","5","5","8","6","NA","4","2","2","2","10","NA","5","6","6","6","10","NA","1","1","7","9","2","3.4528",40,39594,"1","6","230.51583"
"2013","LT",396811,253.663943990665,"NA","2","2013","30","2",1939,"1","2","1","LT","2","NA","2","3","NA","NA","NA","NA","3","6","40","NA","a","NA","NA","NA","1","NA","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,0,0,0,682,1,0,0,0,0,10111,0,0,0,0,1,"1","1","1","1","3","1","1","10","9","8","8","4","4","1","3","2","7","9","6","3","NA","7","NA","1","1","7","10","8","2","3.4528",73,39681,"1","2","74.59104"
"2013","LT",396931,253.663943990665,"NA","2","2013","15","3",1944,"2","5","3","LT","2","5","3","7","NA","NA","1","NA","3","9","40","NA","NA","NA","11","1","1","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,265,1,0,1802,0,0,5055,0,0,0,0,1,"1","1","3","1","1","1","1","NA","NA","NA","10","4","2","2","4","2","NA","9","7","4","5","7","9","1","NA","3","NA","NA","NA","3.4528",68,39693,"1","2","415.07498"
"2013","LT",396941,253.663943990665,"NA","2","2013","20","4",1961,"2","2","3","LT","2","5","3","8","NA","1","NA","NA","3","9","40","NA","NA","NA","12","1","2","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",1,1,0,0,0,2248,1,0,0,0,0,0,0,0,6831,0,1,"1","1","1","2","2","3","1","7","8","8","3","5","1","2","3","2","NA","10","1","2","5","7","9","2","1","4","10","5","NA","3.4528",51,39694,"1","6","352.38849"
"2013","LT",396951,253.663943990665,"NA","2","2013","25","2",1983,"2","1","1","LT","2","NA","5","1","NA","NA","NA","NA","1","2","40","NA","b-e","NA","15","1","2","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,8798,0,0,0,1,0,0,0,1895,0,0,0,0,0,1,"3","1","1","3","1","3","1","9","8","10","7","5","9","2","NA","2","NA","5","2","2","5","99","10","1","NA","NA","9","8","2","3.4528",29,39695,"1","2","307.43088"
"2013","LT",397351,253.663943990665,"NA","2","2013","20","2",1948,"2","2","3","LT","2","NA","3","8","NA","NA","1","NA","3","9","40","NA","NA","NA","NA","1","1","NA","NA","NA","NA","2","2","3","NA","NA","2","NA",1,1,0,0,0,1592,1,0,0,0,0,3649,0,0,0,0,1,"1","1","1","2","2","3","1","8","5","8","8","2","2","2","9","3","NA","NA","NA","5","NA","5","NA","NA","1","NA","1","8","NA","3.4528",64,39735,"1","7","321.70378"
"2013","LT",398061,253.663943990665,"NA","2","2013","23","3",1970,"1","2","3","LT","2","NA","3","1","NA","NA","NA","NA","NA","8","40","NA","b-e","NA","13","2","2","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,9849,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","2","1","1","5","8","8","8","NA","3","NA","4","3","2","7","7","8","4","5","8","8","1","1","NA","6","10","NA","3.4528",42,39806,"1","6","1250.54834"
"2013","LT",398411,253.663943990665,"NA","2","2013","25","3",1955,"2","2","1","LT","2","NA","5","1","NA","NA","NA","NA","3","2","40","NA","q","NA","NA","1","1","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,17871,0,0,1070,1,0,0,0,0,0,0,0,0,0,1,"2","1","1","1","1","1","1","10","5","10","NA","5","4","3","4","1","7","NA","NA","7","7","6","10","1","1","7","1","7","3","3.4528",57,39841,"1","2","690.62225"
"2013","LT",398471,253.663943990665,"NA","1","2013","25","3",1943,"2","1","1","LT","2","NA","3","7","NA","NA","NA","NA","3",,"40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","1","3","1","NA","2","NA",1,1,0,0,0,1095,1,0,0,0,0,3146,0,0,0,0,1,"2","1","1","1","1","3","5","7","NA","6","10","3","5","2","2","1","NA","NA","NA","5","NA","5","9","1","NA","8","99","10","2","3.4528",69,39847,"1","6","423.41612"
"2013","LT",398741,253.663943990665,"NA","1","2013","20","2",1968,"1","2","2","LT","2","NA","5","10","NA","2","1","NA","3","0 - 1","40","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","4","2","2","NA","NA","2","NA",1,1,0,0,0,1472,1,0,0,0,0,0,0,0,0,0,1,"1","1","2","3","1","3","5","8","5","NA","6","NA","NA","2","3","2","NA","NA","7","6","99","5","NA","1","1","7","NA","8","2","3.4528",44,39874,"1","6","99.89162"
"2013","LT",399771,253.663943990665,"NA","2","2013","20","1",1976,"1","2","3","LT","2","5","2","8","NA","NA","NA","NA","3","7","40","NA","NA","NA","12","1","2","NA","NA","NA","NA","4","1","2","2","NA","2","NA",1,1,0,0,0,3240,1,0,0,0,0,0,0,0,3333,0,1,"1","1","1","1","1","1","5","NA","8","6","10","5","NA","1","3","3","8","NA","9","NA","1","7","10","1","1","5","5","5","9","3.4528",36,39977,"1","2","2273.36108"
"2013","LT",399861,253.663943990665,"NA","2","2013","35","1",1944,"2","5","1","LT","1","NA","5","7","NA","NA","NA","NA","3","2","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","2","1","2","NA","1","NA",1,1,0,0,0,0,1,0,0,0,0,2096,160,0,0,0,1,"1","1","1","2","1","1","1","2","NA","8","1","3","5","3","1","NA","7","NA","6","5","7","5","8","1","1","5","7","8","3","3.4528",68,39986,"1","7","1194.0117"
"2013","LT",399991,253.663943990665,"NA","2","2013","25","4",1967,"1","2","1","LT","1","NA","3","4","NA","1","2","NA","3","6","NA","NA","a","NA","NA","2","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,297,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","3","3","1","10","9","5","7","4","NA","1","3","2","7","NA","4","NA","NA","NA","8","2","1","8","10","10","1","3.4528",45,39999,"1","6","356.84767"
"2013","LT",400261,253.663943990665,"NA","2","2013","30","3",1932,"2","4","1","LT","2","NA","1","7","NA","NA","NA","NA","3","9","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","2","1","2","NA","2","NA",1,1,0,0,0,230,1,0,0,0,0,4276,0,0,0,0,1,"1","1","3","2","2","2","5","4","5","8","10","4","2","1","3","3","NA","NA","NA","2","8","6","8","1","1","5","3","7","4","3.4528",80,40026,"1","5","95.16938"
"2013","LT",400311,253.663943990665,"NA","2","2013","15","2",1953,"2","2","3","LT","2","NA","5","1","NA","1","NA","NA","3","2","40","NA","o","NA","13","1","2","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,10046,0,0,5085,1,0,0,0,0,0,0,0,0,0,1,"2","1","2","1","1","1","5","9","6","6","7","NA","4","3","4","2","9","10","NA","5","NA","8","9","1","1","NA","8","NA","2","3.4528",59,40031,"1","2","395.13767"
"2013","LT",400371,253.663943990665,"NA","2","2013","20","3",1932,"2","4","2","LT","2","NA","1","7","NA","NA","NA","NA","3","9","40","NA","NA","NA","10","1","1","NA","NA","NA","NA","3","2","3","2","3","2","NA",1,1,0,0,0,0,1,0,0,0,0,3618,233,0,0,0,1,"1","1","1","1","1","3","1","8","NA","3","6","2","4","2","NA","NA","99","NA","7","3","NA","2","10","1","1","4","4","NA","3","3.4528",80,40037,"1","6","213.46715"
"2013","LT",400661,253.663943990665,"NA","2","2013","65","1",1934,"2","4","1","LT","2","3","1","7","NA","1","NA","NA","3","9","NA","NA","NA","NA","11","1","2","NA","NA","NA","NA","3","1","1","2","NA","2","NA",1,1,480,0,0,0,1,0,0,0,0,1999,0,0,0,0,1,"1","1","1","3","1","2","5","NA","99","4","10","5","NA","2","4","3","7","NA","8","5","1","9","4","1","1","7","7","8","2","3.4528",78,40066,"1","6","297.1045"
"2013","LT",400821,253.663943990665,"NA","2","2013","10","3",1948,"2","4","1","LT","2","NA","3","7","NA","NA","NA","NA","1","4","40","NA","NA","NA","12","1","2","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,8323,0,0,0,0,1,"2","1","2","NA","1","1","1","NA","NA","4","8","3","NA","3","NA","3","10","NA","9","3","4","5","NA","1","1","6","7","8","1","3.4528",64,40082,"1","2","1466.31311"
"2013","LT",400861,253.663943990665,"NA","1","2013","20","3",1982,"2","2","3","LT","2","NA","3","1","NA","1","NA","NA","3","4","NA","NA","h","3","NA","1","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,2859,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","2","1","1","1","7","5","4","NA","4","9","3","4","2","NA","NA","8","99","NA","5","7","1","NA","6","10","7","2","3.4528",30,40086,"1","2","165.4804"
"2013","LT",400921,253.663943990665,"NA","2","2013","25","2",1941,"2","1","1","LT","2","5","3","7","NA","1","NA","NA","3","2","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,2464,0,0,0,0,1,"1","1","1","3","1","1","1","10","NA","99","8","5","4","3","4","1","NA","NA","2","NA","99","8","9","2","1","6","9","9","NA","3.4528",71,40092,"1","2","491.10642"
"2013","LT",401411,253.663943990665,"NA","1","2013","25","3",1932,"2","4","3","LT","2","NA","0","7","NA","1","NA","NA","3","9","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","2","3","2","NA","2","6",1,1,0,0,0,0,1,0,0,0,0,2862,0,0,0,0,1,"2","1","1","NA","1","1","5","8","2","5","10","4","5","4","3","3","7","NA","7","4","4","5","NA","1","1","9","4","NA","1","3.4528",80,40141,"1","2","561.0772"
"2013","LT",401571,253.663943990665,"NA","2","2013","15","2",1935,"2","4","1","LT","2","NA","2","7","NA","NA","2","NA","3","5","40","NA","NA","NA","1","1","2","NA","NA","NA","NA","3","2","3","2","NA","1","NA",1,1,0,0,0,19,1,0,0,0,0,6781,358,0,0,0,1,"1","1","1","2","2","3","5","9","NA","NA","3","3","4","1","3","3","10","1","5","2","7","5","9","NA","1","3","4","8","2","3.4528",77,40157,"1","2","858.71597"
"2013","LT",401741,253.663943990665,"NA","1","2013","10","1",1967,"1","5","3","LT","2","NA","3","5","NA","NA","NA","NA","3","8","40","NA","NA","NA","13","1","2","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,24642,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","1","9","99","NA","NA","4","4","2","NA","3","7","10","NA","6","8","4","10","1","1","5","6","5","2","3.4528",45,40174,"1","2","234.68689"
"2013","LT",402001,253.663943990665,"NA","2","2013","20","2",1985,"2","3","3","LT","2","NA","5","1","NA","1","NA","NA","3","2","NA","NA","l-n","NA","NA","1","2","NA","NA","NA","NA","3","1","2","2","NA","2","1",1,1,2764,0,0,581,1,0,0,0,0,0,0,0,0,0,1,"2","1","1","2","1","3","5","7","8","NA","8","2","2","2","NA","3","NA","NA","10","99","99","8","6","2","1","6","9","7","NA","3.4528",27,40200,"1","6","112.52939"
