HB010,HB020,HB030,HB050,HB050_F,HB060,HB060_F,HB070,HB070_F,HB080,HB080_F,HB090,HB090_F,HB100,HB100_F,HY010,HY010_F,HY010_I,HY020,HY020_F,HY020_I,HY022,HY022_F,HY022_I,HY023,HY023_F,HY023_I,HY030N,HY030N_F,HY040N,HY040N_F,HY040N_I,HY050N,HY050N_F,HY050N_I,HY060N,HY060N_F,HY060N_I,HY070N,HY070N_F,HY070N_I,HY080N,HY080N_F,HY080N_I,HY081N,HY081N_F,HY081N_I,HY090N,HY090N_F,HY090N_I,HY100N,HY100N_F,HY100N_I,HY110N,HY110N_F,HY110N_I,HY120N,HY120N_F,HY120N_I,HY130N,HY130N_F,HY130N_I,HY131N,HY131N_F,HY131N_I,HY140N,HY140N_F,HY140N_I,HY145N,HY145N_F,HY145N_I,HY170N,HY170N_F,HY170N_I,HY030G,HY030G_F,HY040G,HY040G_F,HY040G_I,HY050G,HY050G_F,HY050G_I,HY060G,HY060G_F,HY060G_I,HY070G,HY070G_F,HY070G_I,HY080G,HY080G_F,HY080G_I,HY081G,HY081G_F,HY081G_I,HY090G,HY090G_F,HY090G_I,HY100G,HY100G_F,HY100G_I,HY110G,HY110G_F,HY110G_I,HY120G,HY120G_F,HY120G_I,HY130G,HY130G_F,HY130G_I,HY131G,HY131G_F,HY131G_I,HY140G,HY140G_F,HY140G_I,HY170G,HY170G_F,HY170G_I,HS011,HS011_F,HS021,HS021_F,HS031,HS031_F,HS040,HS040_F,HS050,HS050_F,HS060,HS060_F,HS070,HS070_F,HS080,HS080_F,HS090,HS090_F,HS100,HS100_F,HS110,HS110_F,HS120,HS120_F,HS130,HS130_F,HS140,HS140_F,HS150,HS150_F,HS160,HS160_F,HS170,HS170_F,HS180,HS180_F,HS190,HS190_F,HH010,HH010_F,HH021,HH021_F,HH030,HH030_F,HH031,HH031_F,HH040,HH040_F,HH050,HH050_F,HH060,HH060_F,HH061,HH061_F,HH070,HH070_F,HH071,HH071_F,HH081,HH081_F,HH091,HH091_F,HD080,HD080_F,HD100,HD100_F,HD110,HD110_F,HD120,HD120_F,HD140,HD140_F,HD150,HD150_F,HD160,HD160_F,HD170,HD170_F,HD180,HD180_F,HD190,HD190_F,HD200,HD200_F,HD210,HD210_F,HD220,HD220_F,HD240,HD240_F,HX010,HX040,HX050,HX060,HX070,HX080,HX090,HX120
2013,FR,60872,2,,2013,,,,,,,,,,149931.9,,,138028.38,,,138028.38,,,38397.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132,,0,,,0,,,0,,,0,,,0,,,0,,,7330.83,,,0,,,0,,,0,,,1924.58,,,0,,,9978.94,,,0,,,3,,3,,,,2,,1,,2,,1,,1,,2,,1,,3,,3,,,,1,,2,,2,,2,,2,,2,,4,,1,,6,,,,2,,1,,,,,,265.75,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,60885,2,,2013,,,,,,,,19,,3455.35,,,-25524.22,,,-25524.22,,,-25524.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14640,,0,,,0,,,0,,,0,,,0,,,0,,,3455.35,,,0,,,0,,,0,,,0,,,0,,,28979.58,,,0,,,,,3,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2000,,2,,,,2,,2,,2,,2,,1,,1,,5,,,,1,,1,,1105,,,,242.67,,589.67,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,60959,2,,2013,,,,,,,,12,,96499.05,,,75861.26,,,75861.26,,,16691.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9480,,9736.28,,,0,,,0,,,0,,,0,,,0,,,1433.66,,,6797,,,0,,,0,,,0,,,0,,,20637.79,,,700,,,3,,3,,3,,1,,1,,1,,1,,1,,3,,1,,3,,4,,,,3,,,,2,,2,,2,,2,,2,,2,,6,,,,2,,1,,,,,,433.5,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,61189,2,,2013,,,,,,,,39,,36857.59,,,13043.03,,,13043.03,,,-22739.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7536,,0,,,0,,,0,,,0,,,0,,,0,,,1075.43,,,0,,,0,,,0,,,0,,,0,,,23814.56,,,0,,,,,3,,3,,1,,1,,2,,1,,1,,3,,1,,1,,3,,2500,,3,,,,2,,2,,2,,2,,1,,5,,2,,,,2,,1,,200,,,,753.33,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,61415,2,,2013,,,,,,,,21,,82341.83,,,69601.2,,,67428.56,,,67428.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4740,,0,,,0,,,0,,,0,,,0,,,0,,,3725.25,,,2168,,,0,,,0,,,5213.65,,,0,,,7526.99,,,0,,,,,3,,,,1,,1,,2,,1,,1,,3,,3,,1,,4,,2700,,1,,,,2,,2,,2,,1,,1,,1,,2,,,,2,,1,,,,,,280.92,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,61503,3,,2013,,,,,,,,24,,76053.27,,,58461.01,,,58461.01,,,58461.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4632,,79.45,,,0,,,0,,,0,,,0,,,0,,,306.57,,,0,,,0,,,0,,,0,,,0,,,17592.26,,,0,,,,,3,,,,2,,1,,1,,1,,1,,1,,1,,1,,3,,2500,,3,,2,,2,,2,,2,,2,,2,,1,,3,,,,2,,1,,409,,,,238.33,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,61568,2,,2013,,,,,,,,26,,68741.76,,,62210.54,,,62210.54,,,-5761.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064,,0,,,0,,,0,,,0,,,0,,,600,,,769.29,,,0,,,0,,,0,,,0,,,0,,,6531.22,,,0,,,,,3,,3,,1,,1,,2,,1,,1,,1,,1,,3,,2,,,,1,,2,,2,,1,,2,,2,,4,,2,,3,,,,2,,1,,,,,,152.5,,877.42,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,61721,3,,2013,,,,,,,,23,,82938.77,,,73427.11,,,70461.86,,,70461.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,2965.25,,,0,,,0,,,754.03,,,0,,,0,,,0,,,0,,,0,,,9511.66,,,100,,,,,3,,,,1,,1,,1,,1,,1,,2,,1,,1,,2,,1200,,3,,3,,1,,2,,2,,2,,1,,1,,3,,,,2,,1,,,,,,240.92,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,62108,2,,2013,,,,,,,,51,,32121.46,,,29131.97,,,29131.97,,,-2435.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,266.2,,,0,,,0,,,0,,,0,,,0,,,288,,,0,,,0,,,0,,,0,,,0,,,2989.49,,,100,,,,,3,,,,1,,1,,1,,1,,1,,1,,1,,1,,5,,2200,,3,,,,1,,2,,2,,2,,4,,1,,6,,,,2,,1,,520,,,,567,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,62135,2,,2013,,,,,,,,30,,41080.06,,,28148.57,,,27456.63,,,27456.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8172,,0,,,0,,,0,,,691.94,,,0,,,0,,,67.15,,,0,,,0,,,0,,,0,,,0,,,12931.49,,,0,,,3,,3,,3,,1,,1,,2,,1,,1,,1,,1,,1,,4,,2500,,3,,1,,2,,2,,1,,2,,1,,1,,3,,,,1,,1,,,,,,302.42,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,62272,3,,2013,,,,,,,,45,,29993.75,,,25239.68,,,25239.68,,,697.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980,,0,,,0,,,0,,,0,,,0,,,0,,,5451.11,,,0,,,0,,,0,,,2904.04,,,0,,,1850.03,,,0,,,3,,,,3,,1,,1,,1,,1,,1,,2,,3,,1,,4,,3500,,3,,,,2,,1,,2,,1,,4,,4,,4,,,,2,,1,,,,,,392.42,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,62289,3,,2013,,,,,,,,34,,97643.54,,,80524.66,,,80524.66,,,48726.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57672,,0,,,0,,,0,,,0,,,0,,,0,,,25017.46,,,0,,,0,,,0,,,0,,,0,,,17118.88,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,1,,1,,1,,4,,2000,,3,,3,,2,,2,,2,,2,,1,,1,,2,,,,2,,2,,,,,,674.25,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,62693,2,,2013,,,,,,,,34,,104571.15,,,98575.28,,,94226.02,,,-4801.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9528,,0,,,0,,,0,,,4349.26,,,0,,,0,,,1194.5,,,0,,,0,,,0,,,0,,,0,,,5995.87,,,300,,,,,3,,,,1,,1,,2,,1,,1,,1,,1,,1,,4,,500,,3,,3,,2,,2,,2,,2,,1,,1,,4,,,,1,,1,,,,,,541.5,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,62817,2,,2013,,,,,,,,27,,46673.1,,,31123.65,,,31123.65,,,-14613.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6888,,0,,,0,,,0,,,0,,,0,,,0,,,935.81,,,0,,,0,,,0,,,0,,,0,,,15549.45,,,100,,,,,3,,3,,1,,2,,1,,1,,1,,1,,1,,1,,5,,1200,,3,,2,,2,,1,,2,,2,,1,,2,,3,,,,2,,1,,420,,,,480,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,62828,2,,2013,,,,,,,,17,,67822.7,,,60950.87,,,60950.87,,,36458.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076,,0,,,0,,,0,,,0,,,0,,,0,,,42466.19,,,0,,,0,,,0,,,1018.8,,,0,,,5853.03,,,100,,,3,,3,,,,1,,1,,1,,1,,1,,3,,1,,1,,4,,3000,,2,,,,2,,2,,2,,2,,1,,1,,4,,,,2,,1,,,,,,525.42,,,,1,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,62862,2,,2013,,,,,,,,22,,88962.42,,,80982.92,,,75094.26,,,75094.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2868,,0,,,0,,,0,,,0,,,0,,,0,,,37395.04,,,0,,,0,,,0,,,4316.16,,,0,,,3663.34,,,0,,,,,3,,3,,1,,1,,1,,1,,1,,1,,1,,1,,4,,1500,,1,,,,2,,1,,2,,2,,1,,1,,4,,,,2,,1,,,,,,658.58,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,62885,2,,2013,,,,,,,,20,,78131,,,72154.14,,,72154.14,,,3581.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,9558.14,,,0,,,0,,,0,,,0,,,0,,,5976.87,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,3,,1,,3,,3,,,,3,,,,2,,1,,1,,2,,1,,4,,6,,,,1,,1,,,,,,260.42,,1260.58,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,62905,2,,2013,,,,,,,,18,,58085.56,,,53256.84,,,50457.39,,,50457.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8568,,0,,,0,,,0,,,0,,,0,,,0,,,2472.04,,,0,,,0,,,0,,,0,,,0,,,4828.72,,,0,,,3,,3,,3,,2,,1,,1,,1,,1,,3,,1,,1,,3,,1500,,3,,,,2,,2,,2,,2,,1,,3,,3,,,,2,,1,,878,,,,553.42,,1194.33,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,62946,2,,2013,,,,,,,,20,,141823.48,,,122079.39,,,122079.39,,,122079.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4572,,0,,,0,,,0,,,0,,,0,,,0,,,914.73,,,0,,,0,,,0,,,0,,,0,,,19744.09,,,300,,,3,,3,,,,1,,1,,1,,1,,1,,2,,1,,1,,4,,1700,,1,,3,,2,,2,,2,,2,,2,,2,,3,,,,2,,1,,350,,,,1279.92,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,63140,2,,2013,,,,,,,,20,,16601.29,,,4786.5,,,4175.24,,,4175.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212,,0,,,611.26,,,0,,,0,,,0,,,0,,,0.42,,,2978,,,0,,,0,,,0,,,0,,,11814.79,,,0,,,3,,,,,,1,,1,,1,,1,,1,,3,,1,,1,,3,,1500,,2,,,,2,,2,,2,,2,,3,,4,,4,,,,2,,1,,,,,,366.67,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,63330,2,,2013,,,,,,,,28,,72379.2,,,56326.09,,,56326.09,,,56326.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8244,,0,,,0,,,0,,,0,,,0,,,0,,,2827.69,,,1299,,,0,,,0,,,0,,,0,,,16053.11,,,0,,,3,,2,,,,1,,1,,2,,1,,1,,1,,1,,1,,4,,1500,,3,,,,2,,2,,2,,2,,2,,1,,2,,,,1,,2,,,,,,296.67,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,63344,2,,2013,,,,,,,,22,,129100.25,,,124995.6,,,124995.6,,,11980.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,0,,,0,,,0,,,0,,,0,,,2700,,,16085.33,,,0,,,0,,,0,,,0,,,2400,,,4104.65,,,0,,,,,2,,,,2,,1,,1,,1,,3,,1,,1,,1,,3,,,,2,,,,2,,2,,2,,2,,1,,1,,5,,,,2,,1,,,,,,695.67,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,63594,2,,2013,,,,,,,,31,,7102.02,,,4658.17,,,4658.17,,,4658.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228,,0,,,0,,,0,,,0,,,0,,,0,,,7102.02,,,0,,,0,,,0,,,0,,,0,,,2443.84,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3000,,3,,1,,2,,2,,2,,2,,3,,2,,3,,,,2,,1,,,,,,381.75,,590.08,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,63738,2,,2013,,,,,,,,24,,44259.07,,,27268.96,,,27228.02,,,27228.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5688,,0,,,0,,,0,,,40.93,,,0,,,0,,,2.76,,,0,,,0,,,0,,,0,,,0,,,16990.12,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,3,,1,,3,,3,,2300,,3,,,,2,,2,,2,,2,,3,,5,,3,,,,2,,1,,600,,,,113.08,,350.42,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,63774,2,,2013,,,,,,,,57,,39003.61,,,29218.11,,,29218.11,,,-6938.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3048,,0,,,0,,,0,,,0,,,0,,,0,,,2847.24,,,0,,,0,,,0,,,0,,,0,,,9785.49,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,1,,1,,3,,4,,2000,,1,,,,2,,2,,2,,2,,3,,5,,2,,,,2,,1,,,,,,778.08,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,63860,2,,2013,,,,,,,,8,,38147.77,,,29904.59,,,25866.51,,,25866.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040,,0,,,0,,,0,,,0,,,0,,,0,,,4243.8,,,0,,,0,,,0,,,0,,,0,,,8243.19,,,0,,,3,,3,,3,,2,,1,,1,,1,,1,,1,,1,,1,,3,,3800,,2,,3,,2,,2,,2,,2,,4,,3,,5,,,,2,,1,,,,,,645,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,63865,2,,2013,,,,,,,,22,,28397.48,,,23387.2,,,1113.74,,,1113.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,6124.02,,,0,,,0,,,0,,,0,,,0,,,5010.28,,,0,,,3,,3,,,,2,,1,,2,,1,,3,,1,,1,,1,,1,,3000,,1,,,,2,,2,,2,,1,,2,,2,,5,,,,2,,1,,465,,,,489.92,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,63874,2,,2013,,,,,,,,42,,68391.59,,,38758.96,,,38758.96,,,-28295.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6564,,11.58,,,0,,,0,,,0,,,0,,,0,,,1325.78,,,0,,,0,,,0,,,0,,,0,,,29632.64,,,0,,,3,,3,,3,,2,,1,,1,,1,,1,,1,,1,,1,,1,,4000,,3,,,,2,,2,,2,,2,,2,,3,,3,,,,2,,1,,239,,,,155.58,,,,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,63995,2,,2013,,,,,,,,39,,43123.72,,,33600.39,,,33600.39,,,33600.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032,,0,,,0,,,0,,,0,,,0,,,1550,,,7145.47,,,0,,,0,,,0,,,0,,,0,,,9523.33,,,0,,,3,,3,,3,,2,,1,,2,,1,,1,,1,,1,,1,,2,,1500,,3,,3,,2,,2,,2,,2,,1,,3,,4,,,,2,,1,,452,,,,290.58,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64004,2,,2013,,,,,,,,19,,80788.64,,,63824.79,,,59120.86,,,-8880.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4188,,4877,,,352.72,,,0,,,2975.2,,,2692.49,,,0,,,514.27,,,0,,,0,,,0,,,0,,,0,,,16963.86,,,100,,,,,3,,,,1,,1,,1,,1,,1,,1,,1,,1,,3,,2000,,2,,,,2,,2,,2,,2,,1,,1,,4,,,,2,,1,,,,,,377,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64042,3,,2013,,,,,,,,21,,47647.5,,,33190.41,,,32529.19,,,32529.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10092,,0,,,23.52,,,405.67,,,232.03,,,78.39,,,0,,,0,,,0,,,0,,,0,,,3013.94,,,0,,,11443.16,,,0,,,3,,3,,,,1,,1,,2,,1,,1,,1,,1,,1,,4,,1500,,2,,1,,1,,2,,2,,2,,1,,1,,5,,,,2,,1,,346,,,,1972.67,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64044,2,,2013,,,,,,,,32,,55058.18,,,33691.78,,,33691.78,,,33691.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8976,,1320.73,,,0,,,0,,,0,,,0,,,0,,,78.34,,,0,,,0,,,0,,,0,,,0,,,21366.4,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,1,,1,,1,,5,,3000,,1,,,,2,,2,,2,,2,,4,,3,,5,,,,2,,1,,504,,,,65.5,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64056,2,,2013,,,,,,,,17,,34035.59,,,15234.13,,,15234.13,,,-17424.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6780,,0,,,0,,,0,,,0,,,0,,,0,,,1376.72,,,0,,,0,,,0,,,0,,,0,,,18801.46,,,100,,,3,,3,,,,1,,1,,2,,1,,1,,1,,1,,1,,5,,1500,,1,,2,,2,,2,,2,,1,,4,,3,,3,,,,2,,1,,386,,,,370,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64060,2,,2013,,,,,,,,27,,63927.35,,,50403.39,,,50403.39,,,27361.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3564,,0,,,0,,,0,,,0,,,0,,,0,,,7242.74,,,4104,,,0,,,0,,,0,,,0,,,13523.96,,,100,,,3,,3,,3,,1,,1,,2,,1,,1,,1,,1,,3,,4,,700,,3,,,,2,,2,,2,,2,,1,,1,,3,,,,2,,1,,,,,,200.08,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64220,2,,2013,,,,,,,,13,,56311.54,,,46804.8,,,46804.8,,,-8024.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320,,0,,,0,,,0,,,0,,,0,,,0,,,1482.53,,,3730,,,0,,,0,,,0,,,0,,,9506.73,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,1,,1,,2,,1,,2000,,3,,,,2,,2,,2,,2,,4,,2,,4,,,,2,,1,,,,,,201.67,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64236,2,,2013,,,,,,,,18,,60480.61,,,22556.59,,,18985.98,,,-37599.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,3570.61,,,0,,,0,,,324.98,,,0,,,0,,,0,,,0,,,0,,,37924.02,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,1,,1,,3,,3,,1000,,3,,1,,2,,2,,2,,2,,2,,3,,4,,,,2,,1,,,,,,302.42,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64244,3,,2013,,,,,,,,41,,121504.93,,,109642.3,,,89911.41,,,89911.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616,,1590.5,,,0,,,0,,,0,,,0,,,0,,,696.78,,,1017,,,0,,,0,,,0,,,0,,,11862.63,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,1,,1,,1,,4,,719,,2,,,,2,,2,,2,,1,,4,,1,,5,,,,2,,1,,,,,,752,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64254,3,,2013,,,,,,,,36,,82075.61,,,69677.34,,,68887.25,,,68887.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5268,,68.69,,,0,,,0,,,0,,,0,,,3600,,,5825.29,,,0,,,0,,,0,,,0,,,0,,,12398.27,,,0,,,3,,3,,,,2,,1,,2,,1,,1,,3,,1,,3,,3,,1700,,1,,,,2,,1,,2,,2,,1,,1,,4,,,,1,,1,,,,,,140.92,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64323,2,,2013,,,,,,,,34,,15633.07,,,5245.13,,,2039.96,,,871.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2436,,353.61,,,0,,,0,,,0,,,0,,,0,,,3779.71,,,0,,,0,,,0,,,0,,,5600,,,10387.94,,,300,,,3,,3,,3,,1,,1,,1,,1,,1,,1,,1,,3,,4,,3000,,3,,3,,2,,2,,2,,2,,2,,1,,4,,,,2,,1,,1105,,,,279,,592.17,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64333,2,,2013,,,,,,,,26,,120185.34,,,90229.06,,,86108.59,,,15509.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12780,,0,,,4120.47,,,0,,,0,,,26024.02,,,0,,,19442.11,,,668,,,0,,,0,,,14134.03,,,0,,,15822.26,,,0,,,,,3,,,,1,,1,,1,,1,,1,,1,,1,,1,,3,,,,3,,3,,2,,2,,2,,2,,1,,3,,3,,,,2,,1,,300,,,,395.17,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64424,2,,2013,,,,,,,,27,,81637.75,,,72352.95,,,72352.95,,,19673.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584,,0,,,0,,,0,,,0,,,0,,,0,,,28957.85,,,5641,,,0,,,0,,,0,,,0,,,9284.8,,,0,,,3,,3,,3,,1,,1,,1,,1,,1,,1,,3,,2,,5,,2000,,3,,,,2,,2,,2,,2,,1,,1,,6,,,,2,,1,,308,,,,788.83,,1493.5,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64435,2,,2013,,,,,,,,15,,102004.07,,,74790.57,,,74790.57,,,74790.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,,0,,,0,,,0,,,0,,,0,,,0,,,41561.16,,,0,,,0,,,0,,,0,,,0,,,27213.51,,,0,,,,,3,,3,,1,,1,,1,,1,,1,,1,,1,,3,,4,,2455,,3,,,,2,,2,,2,,2,,4,,1,,6,,,,2,,1,,680,,,,311.33,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,FR,64601,2,,2013,,,,,,,,25,,57286.81,,,45323.26,,,26866.72,,,26866.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484,,5788.42,,,0,,,0,,,0,,,0,,,0,,,1348.63,,,419,,,0,,,0,,,0,,,0,,,11963.56,,,0,,,3,,3,,,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2500,,1,,,,2,,2,,2,,2,,1,,2,,2,,,,2,,1,,590,,,,43.17,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
